,Cherry,Mango,Banana,Guava,Litchi,Wastage
3372,34952,39425,46024,38361,33652,38641
3373,16189,17263,25381,42965,27743,46004
3374,48609,47096,37014,43574,48434,30308
3375,27329,17139,17468,25217,26786,22197
3376,34548,43811,15379,40728,40142,9188
3377,10134,25170,12362,21087,45984,35313
3378,28065,48483,15132,35597,11989,39271
3379,38915,34347,24993,31922,13931,10812
3380,6438,43151,12642,40410,22996,6268
3381,42108,13353,4947,11350,10204,32926
3382,44063,34091,24399,37226,15888,39483
3383,38441,27459,33948,37891,43473,37720
3384,43166,16302,41265,32454,5754,15941
3385,48675,18350,12570,49313,40959,45763
3386,7486,45260,3183,27915,36241,35895
3387,31591,39184,23987,43230,42643,28881
3388,13310,25330,20530,48824,10127,27804
3389,6388,45407,16016,46744,16122,38086
3390,48875,30783,44770,43921,7041,14031
3391,28424,8418,38826,25327,9779,38032
3392,41060,23127,27476,25238,20694,24029
3393,30596,6492,36738,42584,37110,25154
3394,38730,41381,16788,15714,23708,36545
3395,11291,29278,38596,10947,13271,7687
3396,9339,40568,36403,42540,29572,26348
3397,44783,24735,3845,10901,26829,25130
3398,32591,37754,12434,42024,8302,9196
3399,24372,37912,45239,22328,42788,37233
3400,19114,6033,45858,23815,10510,14307
3401,9688,20339,14789,33029,5730,38153
3402,7303,46801,20271,37773,7159,49274
3403,29771,34381,18931,24824,35911,28242
3404,45271,19606,21120,42473,5108,15597
3405,13535,9333,41182,9030,10216,43391
3406,18090,21337,15899,41190,49950,32931
3407,48136,14386,35840,48812,16777,13630
3408,39220,27198,34548,23649,32056,40090
3409,35584,18058,22357,25671,10139,12808
3410,8105,41908,26473,22821,38890,5802
3411,8497,40630,17090,28938,39482,28228
3412,39886,21105,45346,17736,16783,19541
3413,33244,19429,13350,9640,35719,24292
3414,11284,35603,22403,40109,40711,25863
3415,9489,13596,17778,15811,5682,5225
3416,31742,8314,48248,29153,8398,21906
3417,6778,6741,7866,18332,26254,37093
3418,5090,9439,12697,33786,14250,18515
3419,8397,21127,17410,39211,9378,36523
3420,29143,26918,22053,39183,28610,17332
3421,32225,11001,45702,28361,31023,32780
3422,29390,18291,24986,18920,34709,6190
3423,9528,44481,49038,7997,33411,15744
3424,28651,14759,37489,46814,11078,12369
3425,14909,31464,2948,32210,36145,33839
3426,28353,12538,28672,21183,6194,48707
3427,7249,9985,30993,10839,19386,26116
3428,31980,24324,38229,34577,11446,49259
3429,18624,33905,37214,24284,14146,31285
3430,39343,48316,23696,41266,27767,40376
3431,36023,13342,4240,22209,17960,8049
3432,41257,18037,31976,25868,44229,20762
3433,18948,42331,33242,6374,46807,32625
3434,39138,22613,41712,21690,16837,12767
3435,29759,36434,19163,11844,44434,39655
3436,43870,34206,35080,16066,20940,15100
3437,14221,48749,30770,17882,23382,29211
3438,48812,34558,11013,19986,49816,43882
3439,32080,39385,4487,48619,13150,14110
3440,37773,45420,29702,21757,27000,28621
3441,22865,47982,41007,9745,26817,17857
3442,43944,21774,2030,32699,43699,47599
3443,43944,46584,27025,37469,24684,40859
3444,32813,11781,5823,21814,34249,16781
3445,11511,22307,4101,29526,11763,18754
3446,9325,23089,46497,30292,27267,41812
3447,49187,28056,21740,8022,35644,31462
3448,33957,29445,47906,30536,10907,19434
3449,6090,16658,37479,19858,41123,19013
3450,24557,17509,11834,26239,21428,48170
3451,15647,36152,39005,30117,10276,21668
3452,45930,29183,28180,49218,33561,41321
3453,30034,22420,24957,19161,30368,26822
3454,42996,28840,39819,23439,10738,33006
3455,36890,21235,2804,9038,40479,48765
3456,21546,6622,34937,44843,35741,12441
3457,42147,44388,36274,5636,35221,5884
3458,9155,13691,42286,17164,48559,18590
3459,6796,18501,16451,25695,47771,11776
3460,30907,29668,27318,38092,41221,38494
3461,43501,34487,6809,16677,48052,35061
3462,5474,25924,6010,38343,47247,26672
3463,46869,40254,45197,18461,49270,24493
3464,10994,9051,12651,34316,30570,48690
3465,10303,34705,28868,18535,44493,38770
3466,25543,34115,48322,45695,18861,21218
3467,39741,10683,45641,36557,12011,22082
3468,41882,17073,9355,18984,11238,35728
3469,37584,9088,5700,42818,43753,49650
3470,40885,48105,37245,19127,32030,31550
3471,18402,25676,5993,27863,44094,20738
3472,8571,39685,28788,9286,49958,43754
3473,9865,39042,39781,5901,18257,12926
3474,31201,44026,18873,29173,14496,32024
3475,27965,47224,32894,45878,37861,29226
3476,46430,22951,7939,11202,41940,28171
3477,18076,46022,1403,13358,46830,5920
3478,17850,44776,2395,11447,49154,49777
3479,30351,44326,35217,20206,28050,40805
3480,45839,12850,46049,10014,8134,48966
3481,49122,36629,43621,22732,26824,27837
3482,28625,28910,5651,11812,15349,49643
3483,41708,34207,38380,5228,36251,18150
3484,47109,43100,24616,49976,13018,24573
3485,40049,33831,37293,12629,49786,31846
3486,21140,16041,20979,29782,33578,48189
3487,22802,43943,4691,24056,28761,29388
3488,48966,39568,39815,10037,35329,49140
3489,8935,14800,29978,39180,45463,29006
3490,6984,18783,29904,15582,36863,20559
3491,29987,17471,31428,28772,22729,48500
3492,39868,31960,38097,33477,10857,32474
3493,24062,5748,18302,49643,27083,33609
3494,25421,30473,28607,26479,20035,17521
3495,25957,28577,31123,33805,44347,10086
3496,48875,15294,35317,42399,30387,20337
3497,29502,28835,13138,10387,26035,36190
3498,30751,28575,23032,6624,27385,19230
3499,49013,19275,641,25734,30004,9482
3500,40622,44158,19794,8008,22819,43296
3501,31715,6575,36418,33908,35374,35831
3502,39524,8612,18648,49605,17881,11026
3503,28162,44789,2402,41148,5130,19509
3504,20320,46788,41996,5955,32291,42123
3505,21323,5003,22159,41461,28404,6515
3506,8336,35589,4917,34552,10656,5619
3507,6902,48942,12294,36910,30731,47004
3508,7252,31162,44848,26030,5973,36620
3509,44435,27313,20373,42798,32935,19442
3510,20457,9028,23910,16909,27405,23676
3511,13227,23066,28078,41658,26910,16081
3512,32329,6837,16994,32909,22333,41956
3513,48001,29558,32998,19466,40342,48921
3514,6369,17292,14190,26712,44755,20235
3515,47296,49894,5291,11659,47977,40724
3516,30733,17401,21065,45790,18654,18920
3517,46588,46075,33764,16363,36176,23115
3518,44603,22760,24562,11430,7091,31549
3519,35121,18668,3572,7903,7475,15003
3520,12142,29011,2933,35691,33185,38916
3521,9655,48011,47608,43467,34008,40608
3522,28545,37840,30390,10893,17148,42688
3523,28397,12287,43809,47900,37127,34415
3524,46073,17752,4757,17953,11181,48680
3525,34769,30389,47211,41933,9526,33723
3526,44668,17280,47807,15239,33187,26267
3527,34328,46702,1662,8790,36155,42754
3528,44853,9766,32794,23532,8582,46601
3529,16804,13783,43472,29762,38711,22955
3530,18751,40073,12573,32652,7808,24695
3531,48776,27076,48772,49718,32192,21300
3532,29851,20372,47314,42249,36978,25780
3533,21259,49329,794,14004,44345,29107
3534,13735,12446,17184,6917,19748,47354
3535,30904,47842,38619,48852,43953,35112
3536,13657,14097,22301,38411,12830,27694
3537,29546,23228,44596,37045,32055,35905
3538,34364,19505,38991,29979,9551,12635
3539,36890,13175,18717,10372,36900,10095
3540,32773,23076,38716,46196,16202,21141
3541,19697,25206,46168,30881,25625,35020
3542,49186,10974,33868,32589,15096,44345
3543,20290,29042,38252,39294,29562,38209
3544,40804,43044,17490,27586,32337,33976
3545,24120,25211,17345,23479,33396,39639
3546,22013,24362,19183,6673,35372,24384
3547,15757,47161,35273,10352,15130,20959
3548,39218,26389,9471,37788,43756,47130
3549,36510,16406,1370,6171,13614,14522
3550,44545,35606,14216,46055,15568,49516
3551,35358,8678,37132,23568,30897,11385
3552,5357,42815,41032,25098,48473,45351
3553,13991,29736,46525,5848,21493,34951
3554,9877,34924,5311,25418,45388,31847
3555,36254,31754,20219,18577,9473,31251
3556,28129,22918,4159,31987,17013,31337
3557,38904,30994,35231,36294,43471,10716
3558,48098,48628,15158,49348,22148,12447
3559,34056,48538,9724,6825,5566,27042
3560,16448,22379,9545,20567,47550,19978
3561,31083,46338,22402,46280,42699,15874
3562,29366,26585,7872,21305,12552,28312
3563,45950,9436,46849,7809,19109,31336
3564,12155,36990,45912,5436,19336,34726
3565,26515,7088,41646,45091,13004,33093
3566,10258,10252,43329,7394,34591,9875
3567,45399,39268,24388,9607,7870,15143
3568,24499,26209,28942,12666,19042,12802
3569,12572,35116,40884,46423,8808,10824
3570,19061,28228,21702,14393,35934,42016
3571,31450,48981,3803,28295,30488,16125
3572,5089,39078,6699,5935,12811,26351
3573,28224,37270,40311,22937,42250,46451
3574,5946,33613,23949,28269,13603,46813
3575,39210,46329,11801,30546,8000,43958
3576,11749,35702,35669,42808,46137,18085
3577,19905,9103,14819,6859,44465,37198
3578,12047,14280,23787,16251,24654,41223
3579,37875,25943,25949,34114,45223,8331
3580,42516,13505,24501,27380,6599,21568
3581,16072,46565,27745,33509,40302,39892
3582,32689,48699,10506,20941,9543,21372
3583,11267,22693,34784,30708,9046,19004
3584,11329,19401,30620,29076,29205,14160
3585,40049,5551,33400,45434,43196,49586
3586,44004,24870,44668,9133,8365,25630
3587,48547,8823,23911,22035,30237,17017
3588,37481,32367,20828,9379,6760,37272
3589,13616,34127,33476,30344,7556,15023
3590,28390,7432,34025,47422,41347,19494
3591,39249,49310,40525,14701,17456,26643
3592,49550,32308,30722,26879,30051,16503
3593,49608,23288,42485,18990,24561,6822
3594,19053,39150,4999,10671,18087,17521
3595,40214,30559,18821,15921,28683,23939
3596,21758,26445,36204,19520,49689,16568
3597,41234,14191,46827,10833,10559,27464
3598,8147,39989,1910,16040,22408,9830
3599,49518,30747,16227,28701,11113,43490
